0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0022,
0.02,0.0024,
19.009,0.6491,
0.117,0.0225,
0.156,0.0039,
0.234,0.0027,
0.293,0.0029,
0.352,0.0029,
0.41,0.0029,
0.469,0.0029,
0.527,0.0029,
0.586,0.0029,
0.664,0.0032,
0.723,0.0032,
0.781,0.0032,
0.84,0.0032,
0.899,0.0056,
0.957,0.0032,
1.016,0.0032,
1.074,0.0032,
1.133,0.0032,
1.192,0.0032,
1.25,0.0032,
1.309,0.0032,
1.368,0.0032,
1.426,0.0032,
1.485,0.0032,
1.543,0.0032,
1.602,0.0032,
1.661,0.0034,
1.719,0.0032,
1.778,0.0034,
1.836,0.0032,
1.895,0.0034,
1.954,0.0029,
2.012,0.0034,
2.071,0.0032,
2.129,0.0032,
2.188,0.0032,
2.247,0.0032,
2.305,0.0034,
2.364,0.0032,
2.422,0.0037,
2.481,0.0032,
2.54,0.0032,
2.598,0.0032,
2.657,0.0032,
2.716,0.0034,
2.774,0.0032,
2.833,0.0034,
2.891,0.0032,
2.95,0.0034,
3.009,0.0032,
3.067,0.0032,
3.126,0.0034,
3.184,0.0037,
3.243,0.0034,
3.302,0.0032,
3.36,0.0034,
3.419,0.0032,
3.477,0.0032,
3.536,0.0034,
3.595,0.0032,
3.653,0.0034,
3.712,0.0032,
3.77,0.0034,
3.81,0.0032,
3.868,0.0034,
3.927,0.0034,
3.985,0.0032,
4.044,0.0034,
4.103,0.0032,
4.161,0.0034,
4.22,0.0032,
4.278,0.0034,
4.337,0.0032,
4.396,0.0032,
4.454,0.0034,
4.513,0.0032,
4.571,0.0034,
4.63,0.0032,
4.689,0.0037,
4.728,0.0032,
4.786,0.0034,
4.845,0.0034,
4.904,0.0034,
4.962,0.0037,
5.021,0.0034,
5.079,0.0037,
5.138,0.0037,
5.197,0.0039,
5.255,0.0042,
5.314,0.0044,
5.372,0.0046,
5.431,0.0054,
5.47,0.0051,
5.529,0.0051,
5.587,0.0056,
5.646,0.0056,
5.705,0.0061,
5.763,0.0063,
5.822,0.0066,
5.88,0.0068,
5.939,0.0071,
5.998,0.0076,
6.056,0.0076,
6.115,0.0081,
6.173,0.009,
6.212,0.0086,
6.271,0.009,
6.33,0.0093,
6.388,0.0098,
6.447,0.01,
6.505,0.0105,
6.564,0.0107,
6.623,0.0112,
6.681,0.0115,
6.74,0.012,
6.799,0.0124,
6.838,0.0127,
6.916,0.0139,
6.955,0.0137,
7.013,0.0142,
7.072,0.0146,
7.131,0.0151,
7.189,0.0156,
7.248,0.0161,
7.306,0.0166,
7.365,0.0171,
7.404,0.0176,
7.463,0.0181,
7.521,0.0188,
7.58,0.0193,
7.658,0.0205,
7.697,0.0205,
7.756,0.021,
7.814,0.0215,
7.873,0.022,
7.932,0.0227,
7.99,0.0234,
8.049,0.0239,
8.107,0.0247,
8.147,0.0251,
8.205,0.0259,
8.264,0.0264,
8.322,0.0271,
8.4,0.0288,
8.44,0.0286,
8.498,0.0291,
8.557,0.0298,
8.615,0.0305,
8.674,0.031,
8.713,0.032,
8.772,0.0325,
8.83,0.0332,
8.889,0.0339,
8.947,0.0347,
9.006,0.0357,
9.065,0.0361,
9.123,0.0374,
9.182,0.0376,
9.241,0.0383,
9.28,0.0391,
9.338,0.0401,
9.397,0.0408,
9.455,0.0415,
9.514,0.0423,
9.573,0.043,
9.631,0.044,
9.69,0.0447,
9.748,0.0454,
9.788,0.0461,
9.866,0.0469,
9.905,0.0479,
9.963,0.0486,
10.022,0.0493,
10.081,0.0501,
10.139,0.051,
10.198,0.0518,
10.256,0.0525,
10.315,0.0535,
10.374,0.0542,
10.413,0.0549,
10.471,0.0557,
10.53,0.0566,
10.608,0.0588,
10.647,0.0581,
10.706,0.0588,
10.764,0.0596,
10.823,0.0606,
10.882,0.0613,
10.921,0.062,
10.979,0.0628,
11.038,0.0635,
11.096,0.0642,
11.155,0.065,
11.214,0.0657,
11.272,0.0664,
11.331,0.0674,
11.389,0.0679,
11.429,0.0686,
11.487,0.0693,
11.546,0.0701,
11.604,0.0708,
11.663,0.0713,
11.722,0.072,
11.78,0.0728,
11.839,0.0735,
11.897,0.074,
11.937,0.0747,
11.995,0.0755,
12.073,0.0767,
12.112,0.0767,
12.171,0.0774,
12.23,0.0779,
12.288,0.0786,
12.347,0.0791,
12.386,0.0799,
12.444,0.0803,
12.503,0.0811,
12.562,0.0816,
12.62,0.0823,
12.679,0.0828,
12.737,0.0833,
12.796,0.0838,
12.855,0.0843,
12.913,0.085,
12.972,0.0855,
13.011,0.086,
13.07,0.0864,
13.128,0.0869,
13.187,0.0874,
13.245,0.0879,
13.304,0.0884,
13.363,0.0886,
13.421,0.0891,
13.46,0.0896,
13.538,0.0899,
13.578,0.0903,
13.636,0.0908,
13.695,0.0911,
13.753,0.0916,
13.812,0.0921,
13.871,0.0925,
13.929,0.093,
13.988,0.0933,
14.027,0.0938,
14.085,0.0943,
14.144,0.0945,
14.203,0.095,
14.261,0.0955,
14.32,0.0955,
14.379,0.0957,
14.418,0.0962,
14.476,0.0962,
14.535,0.0967,
14.593,0.0969,
14.652,0.0969,
14.711,0.0972,
14.769,0.0974,
14.828,0.0977,
14.867,0.0979,
14.926,0.0982,0.9018
15.004,0.0977,0.9023
15.043,0.0987,0.9013
15.101,0.0989,0.9011
15.16,0.0992,0.9008
15.219,0.0996,0.9004
15.277,0.0999,0.9001
15.336,0.1004,0.8996
15.375,0.1008,0.8992
15.433,0.1011,0.8989
15.492,0.1016,0.8984
15.551,0.1021,0.8979
15.609,0.1026,0.8974
15.668,0.1031,0.8969
15.726,0.104,0.896
15.785,0.1038,0.8962
15.844,0.1043,0.8957
15.883,0.1048,0.8952
15.941,0.105,0.895
16,0.1052,0.8948
16.059,0.1057,0.8943
16.117,0.106,0.894
16.176,0.1065,0.8935
16.234,0.1067,0.8933
16.293,0.107,0.893
16.332,0.1072,0.8928
16.391,0.1077,0.8923
16.469,0.1075,0.8925
16.508,0.1084,0.8916
16.567,0.1087,0.8913
16.625,0.1092,0.8908
16.684,0.1094,0.8906
16.742,0.1099,0.8901
16.781,0.1101,0.8899
16.84,0.1106,0.8894
