1.2090,0.0154
1.4870,0.0193
1.7660,0.0222
2.0370,0.0222
2.3150,0.0205
2.6010,0.0193
2.8640,0.0173
3.1430,0.0164
3.4210,0.0154
3.6920,0.0161
3.9630,0.0191
4.2490,0.0176
4.5130,0.0247
4.7910,0.0318
5.0770,0.0413
5.3410,0.0535
5.6190,0.0681
5.8970,0.0850
6.1680,0.1008
6.4400,0.1114
6.7250,0.1021
6.9890,0.0796
7.2600,0.0708
7.5460,0.0457
7.8100,0.0349
8.0880,0.0315
8.3660,0.0325
8.6370,0.0361
8.9080,0.0435
9.1870,0.0564
9.4580,0.0706
9.7290,0.0894
10.0150,0.1131
10.2780,0.1407
10.5570,0.1704
10.8420,0.2041
11.0990,0.2318
11.3770,0.2447
11.6560,0.2276
11.9190,0.1941
12.1980,0.1568
12.4840,0.1192
12.7400,0.0945
13.0180,0.0794
13.2970,0.0740
13.5600,0.0760
13.8390,0.0840
14.1170,0.0982
14.3810,0.1170
14.6590,0.1424
14.9380,0.1751
15.2010,0.2098
15.4800,0.2508
15.7580,0.2930
16.0220,0.3272
16.3000,0.3446
16.5790,0.3370
16.8420,0.3114
17.1140,0.2708
17.3990,0.2227
17.6630,0.1868
17.9340,0.1592
18.2200,0.1434
18.4840,0.1365
18.7550,0.1382
19.0330,0.1477
19.2970,0.1634
19.5750,0.1861
19.8530,0.2176
20.1170,0.2535
20.3880,0.2955
20.6740,0.3412
20.9380,0.3790
21.2090,0.4051
21.4950,0.4137
21.7580,0.4032
22.0290,0.3753
22.3080,0.3387
22.5710,0.3038
22.8420,0.2718
23.1280,0.2491
23.3920,0.2330
23.6630,0.2256
23.9410,0.2247
24.2050,0.2303
24.4840,0.2437
24.7620,0.2664
25.0260,0.2955
25.2970,0.3304
25.5820,0.3712
25.8390,0.4061
26.1100,0.4366
26.3960,0.4581
26.6590,0.4591
26.9300,0.4545
27.2090,0.4386
27.4730,0.4168
27.7440,0.3939
28.0290,0.3724
28.2930,0.3543
28.5640,0.3399
28.8420,0.3265
29.1060,0.3231
29.3770,0.3289
29.6560,0.3365
29.9120,0.3534
30.0000,0.3751
30.0000,0.4029
30.0000,0.4303
30.0000,0.4574
30.0000,0.4803
30.0000,0.4952
30.0000,0.5026
30.0000,0.5013
30.0000,0.5009
30.0000,0.5004
30.0000,0.4999
30.0000,0.5001
30.0000,0.5006
30.0000,0.5006
30.0000,0.5004
30.0000,0.5011
30.0000,0.5009
30.0000,0.5001
30.0000,0.5013
30.0000,0.4994
30.0000,0.4979
30.0000,0.4977
30.0000,0.4977
30.0000,0.4970
30.0000,0.4957
30.0000,0.4948
30.0000,0.4948
30.0000,0.4948
30.0000,0.4948
30.0000,0.4950
30.0000,0.4925
30.0000,0.4943
30.0000,0.4943
30.0000,0.4940
30.0000,0.4930
30.0000,0.4950
30.0000,0.4921
30.0000,0.4921
30.0000,0.4923
30.0000,0.4923
30.0000,0.4921
30.0000,0.4928
30.0000,0.4930
30.0000,0.4904
30.0000,0.4925
30.0000,0.4896
30.0000,0.4930
30.0000,0.4867
30.0000,0.4855
30.0000,0.4752
