0.0440,0.0017
0.0440,0.0019
0.0440,0.0019
0.0440,0.0017
0.0440,0.0019
0.0440,0.0019
8.2270,0.1873
0.2490,0.0010
0.5130,0.0024
0.7840,0.0032
1.0480,0.0034
1.3190,0.0037
1.5900,0.0037
1.8460,0.0039
2.1100,0.0042
2.3880,0.0042
2.6450,0.0042
2.9080,0.0046
3.1790,0.0049
3.4360,0.0051
3.7000,0.0056
3.9780,0.0054
4.2340,0.0059
4.4980,0.0059
4.7690,0.0061
5.0330,0.0063
5.2970,0.0063
5.5680,0.0063
5.8240,0.0068
6.0950,0.0071
6.3660,0.0076
6.6230,0.0076
6.8860,0.0076
7.1580,0.0083
7.4210,0.0083
7.6850,0.0083
7.9560,0.0088
8.2200,0.0073
8.4840,0.0088
8.7550,0.0090
9.0180,0.0093
9.2820,0.0095
9.5530,0.0100
9.8170,0.0100
10.0810,0.0103
10.3590,0.0112
10.6150,0.0107
10.8790,0.0129
11.1500,0.0120
11.4140,0.0117
11.6780,0.0122
11.9490,0.0127
12.2120,0.0124
12.4760,0.0127
12.7470,0.0127
13.0110,0.0127
13.2750,0.0134
13.5460,0.0142
13.8100,0.0139
14.0730,0.0142
14.3440,0.0149
14.6080,0.0151
14.8720,0.0151
15.1430,0.0156
15.4070,0.0156
15.6700,0.0154
15.9410,0.0164
16.2050,0.0164
16.4760,0.0164
16.7470,0.0173
17.0110,0.0171
17.2750,0.0183
17.5460,0.0188
17.8100,0.0181
18.0730,0.0183
18.3440,0.0178
18.6080,0.0186
18.8720,0.0188
19.1430,0.0191
19.4070,0.0193
19.6780,0.0195
19.9490,0.0205
20.2050,0.0200
20.4760,0.0203
20.7470,0.0213
21.0110,0.0200
21.2750,0.0213
21.5460,0.0217
21.8100,0.0217
22.0730,0.0239
22.3440,0.0227
22.6080,0.0227
22.8720,0.0215
23.1430,0.0232
23.4070,0.0232
23.6780,0.0234
23.9490,0.0242
24.2120,0.0239
24.4760,0.0259
24.7470,0.0251
25.0110,0.0249
25.2750,0.0251
25.5460,0.0256
25.8100,0.0256
26.0730,0.0259
26.3440,0.0264
26.6080,0.0259
26.8790,0.0266
27.1500,0.0269
27.4070,0.0271
27.6780,0.0281
27.9490,0.0278
28.2120,0.0278
28.4760,0.0281
28.7470,0.0286
29.0110,0.0288
29.2750,0.0286
29.5530,0.0293
29.8100,0.0295
29.9930,0.0298
30.0000,0.0298
30.0000,0.0278
30.0000,0.0305
30.0000,0.0300
30.0000,0.0310
30.0000,0.0313
30.0000,0.0310
30.0000,0.0298
30.0000,0.0288
30.0000,0.0286
30.0000,0.0288
30.0000,0.0288
30.0000,0.0286
30.0000,0.0286
30.0000,0.0288
30.0000,0.0286
30.0000,0.0286
30.0000,0.0283
30.0000,0.0283
30.0000,0.0283
30.0000,0.0283
30.0000,0.0283
30.0000,0.0283
30.0000,0.0283
30.0000,0.0281
30.0000,0.0281
30.0000,0.0281
30.0000,0.0278
30.0000,0.0281
30.0000,0.0281
30.0000,0.0281
30.0000,0.0281
30.0000,0.0281
30.0000,0.0281
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0278
30.0000,0.0283
30.0000,0.0278
30.0000,0.0276
