0.0200,0.0029
0.0200,0.0029
0.0200,0.0029
0.0200,0.0029
0.0200,0.0029
0.0200,0.0029
0.0200,0.0029
5.5870,0.5431
0.2930,0.5963
0.5860,0.0081
0.8600,0.0051
1.1330,0.0044
1.4070,0.0049
1.6800,0.0044
1.9540,0.0042
2.2270,0.0042
2.5010,0.0039
2.7940,0.0039
3.0670,0.0042
3.3410,0.0054
3.6140,0.0230
3.8880,0.0706
4.1610,0.1160
4.4350,0.1534
4.7280,0.1824
4.9820,0.2032
5.2550,0.2213
5.5480,0.2383
5.8220,0.2510
6.0950,0.2632
6.3690,0.2757
6.6420,0.2847
6.9160,0.2945
7.1890,0.3048
7.4630,0.3123
7.7360,0.3211
8.0290,0.3309
8.3030,0.3377
8.5760,0.3480
8.8500,0.3578
9.1230,0.3656
9.3970,0.3736
9.6900,0.3817
9.9440,0.3873
10.2370,0.3929
10.5100,0.3988
10.7840,0.4015
11.0570,0.4049
11.3310,0.4071
11.6040,0.4078
11.8780,0.4088
12.1710,0.4105
12.4440,0.4112
12.7180,0.4115
12.9910,0.4100
13.2650,0.4078
13.5380,0.4068
13.8320,0.4088
14.0850,0.4103
14.3790,0.4115
14.6520,0.4132
14.9260,0.4142
15.1990,0.4161
15.4920,0.4188
15.7460,0.4203
16.0200,0.4225
16.3130,0.4215
16.5860,0.4049
16.8600,0.3480
17.1330,0.2645
17.4070,0.1995
17.6800,0.1463
17.9730,0.0987
18.2470,0.0608
18.5200,0.0291
18.7940,0.0056
19.0670,0.0007
19.3410,0.0005
19.6340,0.0024
19.8880,0.0083
20.1810,0.0247
20.4540,0.0642
20.7280,0.1282
21.0010,0.2059
21.2940,0.2777
21.5480,0.3328
21.8220,0.3807
22.1150,0.4259
22.3880,0.4689
22.6620,0.5162
22.9550,0.5665
23.2090,0.6086
23.5020,0.6483
23.7750,0.6869
24.0490,0.7214
24.3220,0.7556
24.6150,0.7890
24.8690,0.8188
25.1430,0.8484
25.4360,0.8772
25.7090,0.9004
25.9830,0.9238
26.2560,0.9468
26.5300,0.9678
26.8030,0.9853
27.0960,0.9949
27.3500,0.9988
27.6430,0.9998
27.9170,1.0000
28.1900,1.0000
28.4640,1.0000
28.7570,1.0000
29.0110,1.0000
29.2840,1.0000
29.5780,1.0000
29.8510,1.0000
30.1250,1.0000
30.3980,1.0000
30.6720,1.0000
30.9450,1.0000
31.2190,1.0000
31.4920,1.0000
31.7660,1.0000
32.0590,1.0000
32.3320,1.0000
32.6060,1.0000
32.8790,1.0000
33.1530,1.0000
33.4260,1.0000
33.7190,1.0000
33.9730,0.9995
34.2470,0.9592
34.5400,0.8716
34.8130,0.8073
35.0870,0.7541
35.3600,0.7079
35.6340,0.6708
35.9070,0.6310
36.2000,0.5851
36.4540,0.5470
36.7280,0.5189
37.0210,0.5062
37.2750,0.5182
37.5680,0.5499
37.8410,0.5854
38.1150,0.6122
38.3880,0.6359
38.6810,0.6586
38.9350,0.6862
39.2090,0.7258
39.5020,0.7785
39.7560,0.8330
40.0290,0.8842
40.3220,0.9341
40.5960,0.9817
40.8690,1.0000
41.1430,1.0000
41.4160,1.0000
41.6900,1.0000
41.9630,1.0000
42.2370,1.0000
42.5100,1.0000
42.7840,1.0000
43.0570,1.0000
43.3310,1.0000
43.6240,1.0000
43.8970,1.0000
44.1710,1.0000
44.4440,1.0000
44.7180,1.0000
44.9910,1.0000
45.2650,1.0000
45.5380,1.0000
45.8120,1.0000
46.0850,1.0000
46.3590,1.0000
46.6320,1.0000
46.9060,1.0000
47.1790,1.0000
47.4530,1.0000
47.7460,1.0000
48.0000,1.0000
48.2740,1.0000
48.5670,1.0000
48.8400,1.0000
49.0940,1.0000
49.3870,1.0000
49.6410,1.0000
49.9340,1.0000
50.2080,1.0000
50.4810,1.0000
50.7550,1.0000
51.0280,1.0000
51.3020,1.0000
51.5750,1.0000
51.8490,1.0000
52.1220,1.0000
52.3960,1.0000
52.6690,1.0000
52.9430,1.0000
53.2160,1.0000
53.4900,1.0000
53.7630,1.0000
54.0370,1.0000
54.3100,1.0000
54.5840,1.0000
54.8570,1.0000
55.1310,1.0000
55.4040,1.0000
55.6780,1.0000
55.9510,1.0000
56.2250,1.0000
56.4980,1.0000
56.7720,1.0000
57.0260,1.0000
57.2990,1.0000
57.5920,1.0000
57.8660,1.0000
58.1390,1.0000
58.4130,1.0000
58.6670,1.0000
58.9400,1.0000
59.2140,1.0000
59.4870,1.0000
59.7610,1.0000
60.0340,1.0000
60.3080,1.0000
60.5810,1.0000
60.8550,1.0000
61.1280,1.0000
61.4020,1.0000
61.6750,1.0000
61.9490,1.0000
62.2220,1.0000
62.4960,1.0000
62.7690,1.0000
63.0430,1.0000
63.3160,1.0000
63.5700,1.0000
63.8440,1.0000
64.1170,1.0000
64.3910,1.0000
64.6640,1.0000
64.9380,1.0000
65.2110,1.0000
65.4850,1.0000
65.7580,1.0000
66.0320,1.0000
66.3050,1.0000
66.5790,1.0000
66.8330,1.0000
67.1060,1.0000
67.3800,1.0000
67.6530,1.0000
67.9270,1.0000
68.2000,1.0000
68.4740,1.0000
68.7470,1.0000
69.0210,1.0000
69.2750,1.0000
69.5480,1.0000
69.8220,1.0000
70.0950,1.0000
70.3690,1.0000
70.6420,1.0000
70.9160,1.0000
71.1700,1.0000
71.4430,1.0000
71.7170,1.0000
71.9900,1.0000
72.2640,1.0000
72.5370,1.0000
72.8110,1.0000
73.0840,1.0000
73.3380,1.0000
73.6120,1.0000
73.8850,1.0000
74.1590,1.0000
74.4320,1.0000
